sentence,tip_id,label
Try the excellent Flat White,4c3d8fb0933b0f471686e521,0
The pizza is great!,4c40473aaf052d7f947e7b79,0
Grab a table before you order as they can go quickly...,4c404757d7fad13a4aac05da,0
Take your laptop and connect to the wireless here.,4c45d175f97fbe9a5911bd30,0
Great place to work.,4c45d175f97fbe9a5911bd30,0
"A coffee, orange juice, tea and cake for Â£7.20!",4c45d175f97fbe9a5911bd30,0
"Staff are rude, fried items of dim sum were over-cooked on our visit.",4c49732f567776b04f87e187,1
Steamed stuff v. good though.,4c49732f567776b04f87e187,0
??????,4c4c7f9e959220a1b9691a11,0
???????,4c4c7f9e959220a1b9691a11,0
???????,4c4c7f9e959220a1b9691a11,0
????????,4c4c7f9e959220a1b9691a11,0
???????.,4c4c7f9e959220a1b9691a11,0
?????,4c4c7f9e959220a1b9691a11,0
?????,4c4c7f9e959220a1b9691a11,0
???????,4c4c7f9e959220a1b9691a11,0
?- ???,4c4c7f9e959220a1b9691a11,0
????????.,4c4c7f9e959220a1b9691a11,0
Pad Thai - ?????,4c4c7f9e959220a1b9691a11,0
???????,4c4c7f9e959220a1b9691a11,0
?,4c4c7f9e959220a1b9691a11,0
??,4c4c7f9e959220a1b9691a11,0
??????.,4c4c7f9e959220a1b9691a11,0
Tam Yam ????????,4c4c7f9e959220a1b9691a11,0
?????,4c4c7f9e959220a1b9691a11,0
?????,4c4c7f9e959220a1b9691a11,0
"?, ?????????",4c4c7f9e959220a1b9691a11,0
?.,4c4c7f9e959220a1b9691a11,0
Chicken is the best.,4c4e52e0c1f5ef3b2b7e26ab,0
The pulled pork is flavourless.,4c4e52e0c1f5ef3b2b7e26ab,0
Coleslaw is nasty.,4c4e52e0c1f5ef3b2b7e26ab,0
"Try the plain Cheung Fung with peanut sauce, frogs legs were too spicy for those not accustom to chilli.",4c5425cf72cf0f47756f0bd4,0
"Finish with a lotus paste bun, they look naughty but taste heavenly!",4c5425cf72cf0f47756f0bd4,0
Good free wifi,4c5683077329c92815c98c80,0
"Pulled Pork is the best, cover it in the Bodeans sauce.",4c5b01a6aeb7b713c30074cd,0
10th Coffee free with a Benugo card ....,4c5c051d6ebe2d7fa7d0ce2e,0
"It's got to be the 16oz burger, absolutely awesome",4c5f2de947429c748246127a,0
Thai Spicy calamari... enough said!,4c5ffa09048b9521a06a3078,0
Try the salt cod scotch egg.,4c62ba78edd320a17d8dad29,0
Sounds weird but is very tasty (it's hot by the way),4c62ba78edd320a17d8dad29,0
All about the goong tohd prawns and thai calamari!,4c644b8debc3ef3b4d91243f,0
The best Pad thai!!,4c6463dfd6a320a15ef8cf2a,0
!,4c6463dfd6a320a15ef8cf2a,0
"Genuinely innovative restaurant - great indian food, especially the specials.",4c659019f909ef3b4337c48f,0
Stunning apple and plum crumble cake - has lovely amount of tartness and served with creme fraiche or cinnamon yoghurt.,4c6959a48e7c0f47bc53df0f,0
Perfect with mug of tea.,4c6959a48e7c0f47bc53df0f,0
Tap water provided free too.,4c6959a48e7c0f47bc53df0f,0
Full marks.,4c6959a48e7c0f47bc53df0f,0
"Good quality sushi, get there just before 1pm to avoid the chaos",4c6e9addef4b199c60cc7d66,0
Don't take your friends here if they are Jewish.,4c766edcd8948cfad8566ada,0
"Have the Full rack of ribs or go home, loser!",4c768fc6604a370465b58549,0
Definitely can recommend the blue cheese mushrooms and the fruit crumble.,4c7c02562d3ba143f6b395d0,0
Free Wi-Fi,4c7d3234d598a093a616c262,0
Try the sushi made with brown rice.,4c7d32788da18cfa81999ece,0
THAI CALAMARI.,4c8131f3d6ebbfb706e942a4,0
ORDER IT!,4c8131f3d6ebbfb706e942a4,0
The burnt ends are pieces of heart attack heaven!,4c8217f5d92ea0930d294772,0
The Toasted hazelnut flute with camembert and honey is simply amazing!,4c83d070309aef3b2b4ccb81,0
Great place.,4c8a8e001797236af7bc6288,0
Nice roof garden.,4c8a8e001797236af7bc6288,0
Bad service tho.,4c8a8e001797236af7bc6288,1
"If you go more than once, must order a Q card from the website.",4c8ad8a0c403b71384d2aad5,0
"So worth it, and you get free stuff.",4c8ad8a0c403b71384d2aad5,0
Freeeee,4c8ad8a0c403b71384d2aad5,0
Bex's homemade granola with yogurt and grilled peaches http://twitpic.com/2nbv42,4c8cb746d5049c747ee0496a,0
Excellent sushi at very reasonable prices,4c90971b3b3e9c74b57b32cb,0
Love this place.,4c93c901f244b1f7a6f91b1d,0
Don't miss the mango brulee,4c93c901f244b1f7a6f91b1d,0
great green curry.,4c9491ba1582952163e01ea8,0
amazing coconut rice is a must try even on its own.,4c9491ba1582952163e01ea8,0
quick service is a plus.,4c9491ba1582952163e01ea8,1
Pulled pork is gooooooood shit!!!,4c98c8737b9d3704c701e185,0
!,4c98c8737b9d3704c701e185,0
"There's usually a queue on weekends and rush hour, but much quieter at other times.",4c9b47cb80958cfa3ee249d4,0
Guava collins + Thai calamari + Pad Thai = perfection!,4c9d136903133704e1535bd5,0
Probably the best take out sushi in London,4ca12f0f46978cfa041cba7f,0
The guys at the bar are great at what they do.,4ca4d8901ee76dcb2d4805de,1
Fantastic cocktails!,4ca4d8901ee76dcb2d4805de,0
"stay away from the meat, but the cornbread is fabulous",4ca65252f47ea1433d755f21,0
"Smoothest cappuccino in town, great service, excellent traditional Italian food.",4ca714f2d971b1f72d4906e1,0
for more great places to eat click the link....,4cac9f83d250bfb7dc1ccb63,0
ostrich is so so yummy,4cae43223f0676b09f4afa0c,0
agree with other tips here - definitely go for the burnt ends & pulled pork.,4caf8ddff2dbef3b95b978e5,0
Meatalicious!,4caf8ddff2dbef3b95b978e5,0
The berry brioche is just the perfect companion to a morning coffee.,4cb5b0bb651cb7131e033a3a,0
Or an afternoon coffee.,4cb5b0bb651cb7131e033a3a,0
Or any coffee really.,4cb5b0bb651cb7131e033a3a,0
"With a 1930s-esque dining room downstairs, a chic cocktail bar upstairs & an expansive roof terrace for al fresco drinking & dining, it looks to be  better than ever.",4cb8899c76ad9c74e74be5cb,0
Free miso soup every time.,4cbc40d93481199cd18c6c3f,0
Winner.,4cbc40d93481199cd18c6c3f,0
The Pad Thai is definitely the best.,4cbe32dc020d468842335b38,0
Thai Kalamari is great but they stopped my fave Swordfish.,4cbe32dc020d468842335b38,0
Substitute ain't so bad.,4cbe32dc020d468842335b38,0
"Mmm, meat.",4cc03ea81c6c6dcb55e6735e,0
"BEWARE BIRTHDAYS: if you bring your own cake, Bodeans charge Â£1.50 per person, per slice to cover 'the food safety risk'.",4cc31380d43ba14334475df8,0
Yeah.,4cc31380d43ba14334475df8,0
Right.,4cc31380d43ba14334475df8,0
great for sunday brunch although can be very busy.,4cc435f8306e224bd2b99b6c,0
Must try the Mess chocolate brownie and ice cream.,4cc435f8306e224bd2b99b6c,0
Yammie!,4cc435f8306e224bd2b99b6c,0
Get the granola,4cc686a0be40a35d2bad8a4c,0
"Es un pequeÃ±o rincÃ_n de Japon en Londres, siempre vale la pena una visita.",4cc95112786e46885f1e9309,0
"I recommend tge Soho Special, but eat it quick before the bun disintegrates",4ccc028697d0224b3cec5cb8,0
"In the upstairs bar, try the Soho special.",4ccc02f8b571b60cfb93cf65,0
But beware its a slippery beast.,4ccc02f8b571b60cfb93cf65,0
Best value bbq in the capital.,4ccc02f8b571b60cfb93cf65,0
Calamari here is a must!!!,4ccc658ab571b60c8788d265,0
!,4ccc658ab571b60c8788d265,0
Love the Montary Jack Daniels Burger :),4ccec2002b889c7419f9a45c,0
"Chicken wings = superb, ribs are variable but brilliant when good...sometimes a bit difficult to get off the bone.",4cd8221fda85224b4af34aca,0
"Pulled pork is great, especially drowned in BBQ sauce (both types are awesome).",4cd8221fda85224b4af34aca,0
"Had burnt ends once and was very disappointed: like chewy, fatty casserole beef...not what I was expecting at all.",4cd822712a80548106889a2c,0
"Will stick to pulled pork, ribs and chicken.",4cd822712a80548106889a2c,0
"Mondays is happy hour, the vodka plus soft are half prices...",4cdc849ac409b60c230bdb1a,0
Really friendly staff and tasty mochas,4ce078abf8a4a143a2ede4bc,1
Try Roasted pork puff and Rice in lotus leaf.,4ce68f06e888f04d95c2366b,0
Got to get the soho special!,4ce7e13c948f224ba5c5ec5d,0
Meat lovers paradise,4ce7e20bf1c6236a5e3a5cf0,0
Alone shutter 4bia scene in here.,4ceeb24ced62721e2fe45cfd,0
Beware,4ceeb24ced62721e2fe45cfd,0
Jacobs Ladder Beef Ribs.,4cf4f9db1457a090648c49c6,0
Best ribs in London,4cf4f9db1457a090648c49c6,0
"Just lively, dint forget to get a top up on your tea",4cf7e1d50a71224bb7db2593,0
"Really nice place especially during the summer when you can seat outside, too busy on sundays.",4cf8aca1fc472d433e852935,0
Overall good food and service.,4cf8aca1fc472d433e852935,1
Love the eggs forestiÃ¨re.,4cf8aca1fc472d433e852935,0
Best breakfast in the area.,4d0a25046bb32c0f9acdd554,0
Great atmosphere and friendly staff.,4d0a25046bb32c0f9acdd554,1
Good mix of young couples and families.Gets busy though.,4d0a25046bb32c0f9acdd554,1
Might have to wait for a table!,4d0a25046bb32c0f9acdd554,1
The sesame chicken strippers are bangin!!!,4d0d3681257d6dcbebd79a67,0
The strawberry caiprioska is delish too,4d0d3681257d6dcbebd79a67,0
"The male restroom was damn dirty, smelly, broken toilet seats!",4d1664b76c8b5481fcf5e3cc,1
Malu jadi Malaysian jika kebersihan tandas tidak terjaga & sejijik ini,4d1664b76c8b5481fcf5e3cc,0
Got kids steak wrong 3 times.,4d1b95de2dd93704a49b43b5,0
Supposed to be well done but always p,4d1b95de2dd93704a49b43b5,0
Got kids steak wrong 3 times.,4d1b961c2dd93704dd9d43b5,0
Supposed to be well done but always pink!,4d1b961c2dd93704dd9d43b5,0
Got it free in the end.,4d1b961c2dd93704dd9d43b5,0
Watch the barristas make the coffee using chemistry sets.,4d1c8cb46cf9721e54a82667,0
we asked for a personalised pasta - linguini king prawn carbonara with poached egg.,4d1d9796bdd7a093c271d5ce,0
Superb!,4d1d9796bdd7a093c271d5ce,0
Really tasty food here.,4d1d9796bdd7a093c271d5ce,0
My wife had her mobile phone stolen from here and the staff were remarkably unhelpful in helping her retrieve it.,4d2250dde56f6ea89d32841d,1
Make of that what you will...,4d2250dde56f6ea89d32841d,0
Great!!!,4d298753ebacb1f796cbfb4f,0
!,4d298753ebacb1f796cbfb4f,0
Yeh the Soho Special is well recommended!,4d2a00effb8e59415cca4f54,0
Bring on the meat!!,4d2a00effb8e59415cca4f54,0
"Also a good place to combine Sunday lunch with watching Sports, they have 2 large screens and show UK & US Sport events!",4d2a00effb8e59415cca4f54,0
Cafe dier mcm tersorok kt bwh tanah..heee..:p,4d2dc228feaaa1cddd60eb90,0
What is the most metal meat?,4d2f7528f6e360fc287f436b,0
"Dunno, but you'll probably find it in one of the enormous combo platters.",4d2f7528f6e360fc287f436b,0
Don't expect to be able to get drunk afterwards.,4d2f7528f6e360fc287f436b,0
Amazing Indian food...our 5th visit!!,4d30d1d471e3a143eff5fb16,0
!,4d30d1d471e3a143eff5fb16,0
Food wasn't as good tonight.,4d38c898f8e0a093e6288067,0
Disappointed.,4d38c898f8e0a093e6288067,0
Brilliant collection of world movies on DVD ...,4d3c0c0efb4c54814b16d114,0
Burnt ends.,4d3f3353557d6dcb71495644,0
What more can I say,4d3f3353557d6dcb71495644,0
"On Sunday, get the brunch bowl.",4d4e991a122b54812ff2864f,0
Tis' awesome!,4d4e991a122b54812ff2864f,0
Stunningly good coffee (I had a flat white),4d4feafe3062a1cd644457a3,0
Pulled pork is normally the one to go for...,4d590b2a23e0a0937f0e4049,0
But kc brisket special is my new favourite!!,4d590b2a23e0a0937f0e4049,0
Enjoy ;),4d590b2a23e0a0937f0e4049,0
"Built in 1924, this was once the biggest garage in Europe, with separate lounges for owners, ladies and chauffeurs.",4d5924125e7788bfada8849e,0
It became a Sir Terence Conran restaurant in 1997.,4d5924125e7788bfada8849e,0
Fries are nice.,4d5959e7f8ff236a626fca4a,0
Service is ok-ish but the atmosphere is great.,4d5959e7f8ff236a626fca4a,1
Recommend Jack Daniel Ribs and Shrimp!Sauce is sticky and sweet!,4d606a9db19fa1436220f5c8,0
"Lovely, making me feel hungry thinking bout it!",4d606a9db19fa1436220f5c8,0
Amazing beef burger...,4d613fb3ef378cfae33d88a6,0
"Might just be the best in London, and I've tried almost all of them!",4d66d63059afa0904f90983a,0
Try the Mauritania Natural.,4d6941fcb6f46dcb0db81fb2,0
Exceptional taste.,4d6941fcb6f46dcb0db81fb2,0
great selection of japanese groceries!,4d70c34c566b60fcafa8b57e,0
Possibly the best coffee I've ever had - their own roast blend with a hint of raspberry,4d739d1cec075481573999bf,0
Busy place but 100% worth it.,4d768f6305b32d439ea75867,0
"Counter service upstairs, and waiter service downstairs.",4d768f6305b32d439ea75867,1
"Book if you can for downstairs, but if you want a quick bite, eat upstairs!",4d768f6305b32d439ea75867,0
They have started opening on Sunday nights serving awesome hearty food.,4d7889494b30a143ce8394cb,0
The tea is delicious... Hopefully the scone will be just as lovely.,4d79ed6170de5481b67fc299,0
Nice and peaceful :) xx,4d79ed6170de5481b67fc299,0
"Free miso soup when you spend 5pounds on take-away, perfect for lunch.",4d7b64fe8f89224b07a28f26,0
"Don't be scared by the massive queue at noon, it goes really fast and definitely worth it!",4d7b64fe8f89224b07a28f26,0
Best Japanese market in london.,4d7cf8c28f89224b03adad26,0
Prices have gone up over last few years.,4d7cf8c28f89224b03adad26,0
"Example, red bean bread price went up about 50%the last few years.",4d7cf8c28f89224b03adad26,0
Veal Milanese is the best,4d7e42f1e7e1721e7e22dd0b,0
Ask for two different pulls that can highlight the difference pressure profiling can make,4d84af238de9721e3cc23551,0
flat white ftw!,4d87101250913704c422b85b,0
Try Kir Royal for an aperitive!,4d8cd7dcd4ec8cfa5c664a89,0
A little awkward when alone.,4d9090996174a0930dabf5e3,0
"You have to claim a table, then order...",4d9090996174a0930dabf5e3,0
But who wants to leave their belongings unattended?,4d9090996174a0930dabf5e3,0
"Other than that, good stuff:)",4d9090996174a0930dabf5e3,0
Shortly after that mocha I switched to flat whites.,4d94394474c8236a184db8fc,0
Best I've had in London!,4d94394474c8236a184db8fc,0
Nasi Lemak ayam for Â£4.,4d95add5647d8cfa76eca43d,0
That's is affordable.,4d95add5647d8cfa76eca43d,0
"Unfortunately, it was sold out when I was there.",4d95add5647d8cfa76eca43d,0
The teriyaki tofu skewers are delicious!,4d9b248973df8cfabc52efec,0
best hot chocolate!,4d9c652bc593a1cd938a4719,0
Order the full English and you'll get a bacon butty.,4da03064e8a6721eb8eb31a5,0
Oreo Shake + Monterey Burger match made in Calorie overkill heaven,4da0a4fa22a5f04d1dabe954,0
The fish pie is great!,4da2184363b5a35d4fecf619,0
Avoid this guy.,4da43b7763b5a35d4660211a,0
Have a passion fruit custard tart.,4da6d589f7b15dc952ec56db,0
Utterly sublime.,4da6d589f7b15dc952ec56db,0
The cappuccino is really good!,4da976400437dccbd7eaf162,0
Definitely some of the best coffee in London.,4dad8265cda1aece4a5a49e4,0
Try the classic cake doughnut,4dad91884df0522cc55cc7e3,0
"Don't miss: dover sole cheong fun, lo bak gou (radish cake) char siew bao and very succulent fung zhao (phoenix claws aka braised chicken feet).",4db1b38a0f2c0353f5cce1b4,0
Staff don't speak English.,4db586874b226b343da1c707,1
I was reduced to pointing.,4db586874b226b343da1c707,0
Yummy pad thai,4db72d796e8174e2e9bc65f6,0
Hot sauce chicken wings with blue cheese dip - amazing!,4db83d87107f93d63cab855e,0
"Sorry all, I thought the pad thai was rubbish!",4dbab33c93a08055483be694,0
had to send it back.,4dbab33c93a08055483be694,0
"But, the calamari was amazing!",4dbab33c93a08055483be694,0
!,4dbab33c93a08055483be694,0
Authentic Malaysian cuisine at reasonable price,4dbd67ad6a23e294ba445eca,0
Very crowded (especially during lunch time) but has just about everything you could want in  a Japanese market.,4dbf0800107fc306be8547e4,0
"Great variety of takeout, both hot & cold.",4dbf0800107fc306be8547e4,0
Groceries can get a bit pricey.,4dbf0800107fc306be8547e4,0
The source of our Friday Sushi Session music brain-food.,4dbfef90be4d921ce251a4a9,0
Weekly playlist with your Sushi?,4dbfef90be4d921ce251a4a9,0
A Soho Special all the way... Mmm!,4dc543ec45dd2645526b173d,0
The best creme brulee i've found in London!!,4dca89a2d16495ca5aebf44e,0
Staff are friendly and 5 star service,4dca89a2d16495ca5aebf44e,1
pull pork sandwich is excellent!,4dcbce09d4c0dfa030d7dec5,0
(via Scoville),4dcbce09d4c0dfa030d7dec5,0
Thursday nights is unsigned band night - it can get noisy - though I guess Walkabout isn't really the place for a quiet drink,4dccd32a183899ddfaa9c716,0
Jive classes in a side room on Thursday nights - always seems to be more girls than guys - see Jivenation.co.uk,4dccd3f4fa7664b7c6804171,0
Nice carrot cake.,4dcfd41b183899ddfaf59d3b,0
Veggie burger was dreadful but massive cocktails made this matter less...,4dd80638d4c05d5096f8a245,0
The mint tea is The Real Deal,4ddbebf4d164b4610a6be042,0
Baked eggs with chorizo ftw,4de37abffa7651589f1723da,0
Get the Soho Special!,4de38d1452b1d38d2987df4c,0
"Their poached eggs rarely disappoint, so try the Eggs Benedict or poached eggs on toast.",4de75387d4c0086a950720ab,0
Fishfinger sandwich and butterscotch banana cake also delicious.,4de75387d4c0086a950720ab,0
And lovely staff!,4de75387d4c0086a950720ab,1
Street cafe open air and great for the summer.,4de8e74b1f6e9b5377181122,0
best ribs ever,4deb4ad081dc3bdd6e088f4b,0
"Love the BBQ sauce, especially with a pulled pork sandwich upstairs.",4def6b4b45dd29e2689da565,0
The place is a bit hidden.,4def789215201f35706ca414,0
"Once you reach the place (with a Malaysian flag hanging outside), search for a staircase on its right that leads downstairs to the basement.",4def789215201f35706ca414,0
That's where the canteen is,4def789215201f35706ca414,0
"This is my favourite indian in the whole of london,it produces & serves wonderful indian food.",4df79474d4c070d4df1113c3,0
The staff are lovely at the takeaway and restaurant too.,4df79474d4c070d4df1113c3,1
A must visit for all who love indian cuisine.,4df79474d4c070d4df1113c3,0
Staff disappear after 10.30 beware!!!,4df92b68b0fb0401c7f47fef,1
!,4df92b68b0fb0401c7f47fef,0
No really the staff have disappeared we are trying to spend money in this place and they coundnt care less,4df92c58fa7667368a6afb05,1
As mesas sÃ£o coletivas...,4dfe4bef1f6e1ee122e672fb,0
"A meat lovers dream, expect it to be full of blokes getting their fix at lunchtime!",4dff202822713224ea8c77bc,0
"Caution , there is always a queue",4e03968318381783e72e5b05,0
Showing Wimbledon on tv so the BBC issue would appear to be resolved,4e05d872e4cdefcff6d19e98,0
"Tip for its MGT: that huge beautiful clock lurking in da corner of the restaurant is soo WRONG Placed there,it sooo deserve a much Grander place to be displayed for da customers to enjoy",4e0655b41838eb15aefa7d9f,0
try their babyback ribs!,4e085cdd1f6e211033923332,0
melon and feta / melon and halloumi - very nice!,4e08664cd4c03ae0b9cf6805,0
Service at the bar sucks...but what can u except it's Tgi Fridays,4e0b432218388f71c35d81ff,1
Order the ultimate dusk to dawn .... amazing,4e0f7cc0b61c3fe4780def0a,0
Try the seasonal special of spaghetti with truffles - it is so rich and delicious...,4e133e38185076a62eeeffb2,0
Burnt ends all the way baby!,4e1602eeb61c42e7c550b002,0
!,4e1602eeb61c42e7c550b002,0
Good prices for takeaway items but groceries are massively overpriced,4e1864eab61c8f9ada4aa553,0
Monterey burger amazin!,4e1b500845ddf3d243751405,0
Appalling service no one can speak English food is ok but wildly overpriced,4e1ffdcf18a88345f03bb27f,1
"Pricey French fare, but worth it for the freshness and quality of the food.",4e20732222717a5245c05532,0
"Appetizers lovely, big fat round little snag, juicy.",4e2099bc45dd950bb01c3130,0
Baby octopussy was as tender as the day it was spawned.,4e2099bc45dd950bb01c3130,0
Delicous.,4e2099bc45dd950bb01c3130,0
This place wins for the worst mocha I have ever tasted.,4e21d10b7d8b71715baf13f2,0
Avoid if that's your drink of choice.,4e21d10b7d8b71715baf13f2,0
Always hold your nose as your about 3 paces from Tramp water,4e21e773c65b2b5e354be4b8,0
Banana and chocolate muffins!,4e241f3222717a5245e51557,0
Try the new tasting menu with selected matching wines.,4e245aa91f6effe84f8dfeef,0
The coffee encrusted crown of lamb is incredible.,4e245aa91f6effe84f8dfeef,0
The burnt ends were pretty good.,4e275888ae60078b2fc07368,0
Pulled pork was alright but nothing special.,4e275888ae60078b2fc07368,0
"Have a barnamint baileys, the best cocktai ever",4e29e009a809f1b163feac53,0
"Low quality service, strange people, food ok and too many birds.",4e2adaddaeb745b1fabc9473,1
Coffee Sunday at 8am after a night in islington and a night cap at Shorditch House.,4e2bc897e4cd3bc16699691a,0
Perfect.,4e2bc897e4cd3bc16699691a,0
Thanks Troy for letting us crash at your flat.,4e2bc897e4cd3bc16699691a,0
M & K great coffee too,4e2bc897e4cd3bc16699691a,0
Burnt ends available every day now.,4e2c17ebaeb745b1fac9e979,0
The bbq burger is perfect,4e2c1fc2227197a112e06308,0
Fig Tart with whipped cream is sublime!,4e2d658162e144b5d3c00234,0
Great free wifi..,4e2d65cc14955dbf7aeddd13,0
Try the Birra Moretti with green olives at the bar,4e30764214954cb0e5f033df,0
